Titel,Datum,Ort,Link,Kategorie,Adresse,lat,lon,Datum/Uhrzeit
AlpinVisionen: Südtirol und Dolomiten 3D,,,https://rausgegangen.de/events/alpinvisionen-sudtirol-und-dolomiten-3d-0/,other,"Berufskolleg Humboldtstraße, Perlengraben 101",50.9299667,6.952598126564547,"Fr, 14. Feb | 19:30"
Salsa Friday Social - mit Einführung in SalsaOn2,,,https://rausgegangen.de/events/salsa-friday-social-mit-einfuhrung-in-salsaon2-0/,other,"Venloer Str. 420, Eingang Lessingstr., Venloer Straße 420",,,"Fr, 14. Feb | 20:00"
Kölner Haie - Düsseldorfer EG,,,https://rausgegangen.de/events/kolner-haie-dusseldorfer-eg-0/,other,"Willy-Brandt-Platz 3, 50679 Köln",50.9385846,6.9830722,"So, 16. Feb | 16:30"
Kölner Haie - Iserlohn Roosters,,,https://rausgegangen.de/events/kolner-haie-iserlohn-roosters-1/,other,"Willy-Brandt-Platz 3, 50679 Köln",50.9385846,6.9830722,"Di, 04. Mär | 19:30"
Kölner Haie - Pinguins Bremerhaven,,,https://rausgegangen.de/events/kolner-haie-pinguins-bremerhaven-0/,other,"Willy-Brandt-Platz 3, 50679 Köln",50.9385846,6.9830722,"Fr, 07. Mär | 19:30"
Highlightspiel der FC-Frauen gegen Bayern,,,https://rausgegangen.de/events/highlightspiel-der-fc-frauen-gegen-bayern-0/,other,"RheinEnergieStadion, Aachener Straße 999",50.933505499999995,6.875116740301886,"So, 09. Mär | 12:30"
Teamevent Yoga in Köln (vor Ort oder in Ihren Räumlichkeiten),,,https://rausgegangen.de/events/teamevent-yoga-in-koln-vor-ort-oder-in-ihren-raumlichkeiten-1/,other,"Karolingerring 11-15 50678 Köln, Karolingerring 11-15",,,"Fr, 14. Mär | 15:30"
Nabbies Liebe,,,https://rausgegangen.de/events/nabbies-liebe-0/,other,"Japanisches Kulturinstitut Köln, Universitätsstraße 98",,,"Heute, 13. Jan | 18:30"
SHORT MONDAY,,,https://rausgegangen.de/events/short-monday-39/,other,"Filmhaus Köln, Maybachstraße 111",50.9489361,6.949222272825372,"Heute, 13. Jan | 20:00"
Seniorenkino: SEPTEMBER 5,,,https://rausgegangen.de/events/seniorenkino-september-5-0/,other,"Herbrandstraße 11, 50825 Köln",50.951351200000005,6.911303994950283,"Morgen, 14. Jan | 13:00"
Kinderwagenkino: DER SPITZNAME,,,https://rausgegangen.de/events/kinderwagenkino-der-spitzname-0/,other,"Herbrandstraße 11, 50825 Köln",50.951351200000005,6.911303994950283,"Mi, 15. Jan | 11:00"
Misty - The Erroll Garner Story - Premiere + Konzert,,,https://rausgegangen.de/events/misty-the-erroll-garner-story-premiere-konzert-0/,music,"Venloer Straße 40, 50672 Köln",50.94298625,6.93515992886236,"Mi, 15. Jan | 18:30"
MISTY - Filmpremiere feat. Nils Petter Molvær live,,,https://rausgegangen.de/events/misty-filmpremiere-feat-nils-petter-molvr-live-0/,music,"Venloer Straße 40, 50672 Köln",50.94298625,6.93515992886236,"Mi, 15. Jan | 19:00"
"heimkino. AUF WIEDERSEHEN, KINDER - OmU",,,https://rausgegangen.de/events/heimkino-auf-wiedersehen-kinder-omu-0/,other,"Herbrandstraße 11, 50825 Köln",50.951351200000005,6.911303994950283,"Mi, 15. Jan | 20:00"
Sad Vacation,,,https://rausgegangen.de/events/sad-vacation-0/,other,"Japanisches Kulturinstitut Köln, Universitätsstraße 98",,,"Do, 16. Jan | 18:30"
Reihe Feministischer Film GENIALE GÖTTIN - DIE GESCHICHTE VON HEDY LAMARR,,,https://rausgegangen.de/events/reihe-feministischer-film-geniale-gottin-die-geschichte-von--0/,other,"Engelbertstraße 45, 50674 Köln",50.9338292,6.9381062,"Fr, 17. Jan | 20:30"
Yoko (658 km),,,https://rausgegangen.de/events/yoko-658-km-0/,other,"Japanisches Kulturinstitut Köln, Universitätsstraße 98",,,"Sa, 18. Jan | 14:30"
The United States vs. Billie Holiday,,,https://rausgegangen.de/events/the-united-states-vs-billie-holiday-2/,other,"Filmclub-Studio 150 im FinderTV Kameraverleih, Eupener Straße 150",,,"Sa, 18. Jan | 19:30"
Timm Thaler oder das verkaufte Lachen,,,https://rausgegangen.de/events/timm-thaler-oder-das-verkaufte-lachen-4/,other,"Filmclub-Studio 150 im FinderTV Kameraverleih, Eupener Straße 150",,,"So, 19. Jan | 15:30"
In der Hölle des Schweigens,,,https://rausgegangen.de/events/in-der-holle-des-schweigens-0/,other,"Kunstmeile Köln Buchforst, Kalk-Mülheimer Straße 320",,,"So, 19. Jan | 17:00"
I´m not there,,,https://rausgegangen.de/events/i-m-not-there-0/,other,"Filmclub-Studio 150 im FinderTV Kameraverleih, Eupener Straße 150",,,"So, 19. Jan | 18:00"
Zeitreisende,,,https://rausgegangen.de/events/zeitreisende-1/,other,"Japanisches Kulturinstitut Köln, Universitätsstraße 98",,,"Mo, 20. Jan | 18:30"
"KHM-HEIMSPIEL zeigt ""Ein schöner Ort""",,,https://rausgegangen.de/events/khm-heimspiel-zeigt-ein-schoner-ort-0/,other,"Aula Kunsthochschule für Medien Köln, Filzengraben 2",,,"Mi, 22. Jan | 19:00"
heimkino. ZIEMLICH BESTE FREUNDE - OmU,,,https://rausgegangen.de/events/heimkino-ziemlich-beste-freunde-omu-0/,other,"Herbrandstraße 11, 50825 Köln",50.951351200000005,6.911303994950283,"Mi, 22. Jan | 20:00"
"Mann sein ist schwer, Grüße aus Shibamata",,,https://rausgegangen.de/events/mann-sein-ist-schwer-grue-aus-shibamata-1/,other,"Japanisches Kulturinstitut Köln, Universitätsstraße 98",,,"Do, 23. Jan | 18:30"
Henry Fonda for President | Stranger Than Fiction | mit Filmgespräch,,,https://rausgegangen.de/events/henry-fonda-for-president-stranger-than-fiction-mit-filmgesp-0/,other,"Filmhaus Kino, Maybachstraße 111",50.9489361,6.949222272825372,"Fr, 24. Jan | 19:00"
"SPECIAL SCREENING: Dokumentarfilm ""Henry Fonda for President"" mit Regiegespräch",,,https://rausgegangen.de/events/special-screening-dokumentarfilm-henry-fonda-for-president-m-1/,other,"Filmhaus Köln, Maybachstraße 111",50.9489361,6.949222272825372,"Fr, 24. Jan | 19:00"
BeNeLux Shorts | Stranger Than Fiction | mit Gästen,,,https://rausgegangen.de/events/benelux-shorts-stranger-than-fiction-mit-gasten-0/,other,"Filmhaus Kino, Maybachstraße 111",50.9489361,6.949222272825372,"Sa, 25. Jan | 18:00"
Pandoras Vermächtnis | Stranger Than Fiction | mit Filmgespräch,,,https://rausgegangen.de/events/pandoras-vermachtnis-stranger-than-fiction-mit-filmgesprach-0/,other,"Filmhaus Kino, Maybachstraße 111",50.9489361,6.949222272825372,"Sa, 25. Jan | 20:30"
"Der Unternehmer, das Dorf und die Künstler | Stranger Than Fiction | mit Filmgespräch",,,https://rausgegangen.de/events/der-unternehmer-das-dorf-und-die-kunstler-stranger-than-fict-0/,other,"Filmhaus Kino, Maybachstraße 111",50.9489361,6.949222272825372,"So, 26. Jan | 17:00"
Hollywoodgate | Stranger Than Fiction,,,https://rausgegangen.de/events/hollywoodgate-stranger-than-fiction-0/,other,"Filmhaus Kino, Maybachstraße 111",50.9489361,6.949222272825372,"So, 26. Jan | 19:30"
Ein Tag ohne Frauen | Stranger Than Fiction,,,https://rausgegangen.de/events/ein-tag-ohne-frauen-stranger-than-fiction-0/,other,"Filmhaus Kino, Maybachstraße 111",50.9489361,6.949222272825372,"Mo, 27. Jan | 18:00"
Der dritte Bruder | Stranger Than Fiction | mit Filmgespräch,,,https://rausgegangen.de/events/der-dritte-bruder-stranger-than-fiction-mit-filmgesprach-0/,other,"Filmhaus Kino, Maybachstraße 111",50.9489361,6.949222272825372,"Mo, 27. Jan | 20:00"
Once Upon a Time in a Forest | Stranger Than Fiction,,,https://rausgegangen.de/events/once-upon-a-time-in-a-forest-stranger-than-fiction-0/,other,"Filmhaus Kino, Maybachstraße 111",50.9489361,6.949222272825372,"Di, 28. Jan | 18:00"
Dreaming Dogs | Stranger Than Fiction | mit Filmgespräch,,,https://rausgegangen.de/events/dreaming-dogs-stranger-than-fiction-mit-filmgesprach-0/,other,"Filmhaus Kino, Maybachstraße 111",50.9489361,6.949222272825372,"Di, 28. Jan | 20:00"
heimkino. x CFC: LOST HIGHWAY - OmeU,,,https://rausgegangen.de/events/heimkino-x-cfc-lost-highway-omeu-0/,other,"Herbrandstraße 11, 50825 Köln",50.951351200000005,6.911303994950283,"Di, 28. Jan | 20:00"
Die Statik der Träume | Stranger Than Fiction | mit Filmgespräch,,,https://rausgegangen.de/events/die-statik-der-traume-stranger-than-fiction-mit-filmgesprach-0/,other,"Filmhaus Kino, Maybachstraße 111",50.9489361,6.949222272825372,"Mi, 29. Jan | 18:00"
Naturzeit Nachtwanderung,,,https://rausgegangen.de/events/naturzeit-nachtwanderung-0/,party,"Köln, Meld dich jetzt an und erfahre als Erste:r die Tipps von Morgen.",,,"Fr, 17. Jan | 17:00"
Der Regenbogenfisch,,,https://rausgegangen.de/events/der-regenbogenfisch-17/,other,"Frauentorgraben 73, 90443 Nürnberg",49.4471486,11.0683278,"Sa, 18. Jan | 16:00"
Die Schneekönigin – PuppenPapierSchattenTheater,,,https://rausgegangen.de/events/die-schneekonigin-puppenpapierschattentheater-0/,theatre,"Kulturkirche Köln, Siebachstraße 85",,,"Sa, 18. Jan | 16:00"
Mister Glücklich und seine Freunde,,,https://rausgegangen.de/events/mister-glucklich-und-seine-freunde-0/,other,"Gravenreuthstraße 11, 50823 Köln",50.95287145,6.920915437487471,"So, 19. Jan | 11:00"
Balkis – eine magische Mission (6+),,,https://rausgegangen.de/events/balkis-eine-magische-mission-6-1/,other,"Vondelstraße 4-8, 50677 Köln",50.92153145,6.9530086,"Mi, 22. Jan | 09:00"
KinderKonzert Anahad - Indisch-klassischer Tanz trifft auf perkussive Klangwelten,,,https://rausgegangen.de/events/kinderkonzert-anahad-indisch-klassischer-tanz-trifft-auf-per-0/,music,"Kalk-Mülheimer Str. 58, 51103 Köln",50.939813900000004,7.001495677560131,"Mi, 22. Jan | 11:00"
Die Sendung mit der Nudel,,,https://rausgegangen.de/events/die-sendung-mit-der-nudel-0/,other,"Gravenreuthstraße 11, 50823 Köln",50.95287145,6.920915437487471,"So, 26. Jan | 11:00"
Workshop für Kinder im Tanzmuseum,,,https://rausgegangen.de/events/workshop-fur-kinder-im-tanzmuseum-1/,art,"Tanzmuseum, Im Mediapark 7",,,"So, 26. Jan | 15:00"
KinderHausMusik - Geige,,,https://rausgegangen.de/events/kinderhausmusik-geige-0/,music,"Kalk-Mülheimer Str. 58, 51103 Köln",50.939813900000004,7.001495677560131,"Di, 28. Jan | 15:30"
Der Froschkönig – Mitspieltheater mit Dennis Nahke,,,https://rausgegangen.de/events/der-froschkonig-mitspieltheater-mit-dennis-nahke-0/,theatre,"Bürgerzentrum Nippes Altenberger Hof, Mauenheimer Straße 92",50.968505,6.9487129,"Mi, 29. Jan | 16:30"
Familien Kreativkurs,,,https://rausgegangen.de/events/familien-kreativkurs-2/,workshops,"The Werkstatt Studio, Brüsseler Straße 56",,,"So, 02. Feb | 11:00"
Monster meets Music - HofSonntag,,,https://rausgegangen.de/events/monster-meets-music-hofsonntag-0/,other,"Kalk-Mülheimer Str. 58, 51103 Köln",50.939813900000004,7.001495677560131,"So, 02. Feb | 11:30"
Alaaf that Kids,,,https://rausgegangen.de/events/alaaf-that-kids-2/,other,"Lichtstraße 30, 50825 Köln",50.9493222,6.909475655930093,"So, 02. Feb | 12:00"
Yoga für dich und dein Kind,,,https://rausgegangen.de/events/yoga-fur-dich-und-dein-kind-0/,other,"Kölner Südstadt, Köln",50.921231500000005,6.963143052286924,"Fr, 07. Feb | 16:15"
Der Froschkönig #alsdaswünschennochgeholfenhat,,,https://rausgegangen.de/events/der-froschkonig-alsdaswunschennochgeholfenhat-1/,other,"Gravenreuthstraße 11, 50823 Köln",50.95287145,6.920915437487471,"So, 09. Feb | 11:00"
Familienkurs Squeegee Art,,,https://rausgegangen.de/events/familienkurs-squeegee-art-0/,workshops,"Gottesweg 18, 50969 Köln",50.910904099999996,6.942805072277695,"So, 09. Feb | 11:00"
Die Sendung mit der Nudel - Lustige Live-Kochshow und Kindertheater,,,https://rausgegangen.de/events/die-sendung-mit-der-nudel-lustige-live-kochshow-und-kinderth-0/,music,"Kalk-Mülheimer Str. 58, 51103 Köln",50.939813900000004,7.001495677560131,"Di, 11. Feb | 11:00"
Kasperle und der kleine Hund - Ein LUK-Puppentheaterstück,,,https://rausgegangen.de/events/kasperle-und-der-kleine-hund-ein-luk-puppentheaterstuck-0/,theatre,"Kalk-Mülheimer Str. 58, 51103 Köln",50.939813900000004,7.001495677560131,"Do, 13. Feb | 16:00"
Familienführung im Tanzmuseum,,,https://rausgegangen.de/events/familienfuhrung-im-tanzmuseum-5/,art,"Tanzmuseum, Im Mediapark 7",,,"So, 16. Feb | 15:00"
Familienzeit am Samstag - Im Wald der Elfen und Zwerge,,,https://rausgegangen.de/events/familienzeit-am-samstag-0/,other,"Äußerer Grüngürtel, Köln",50.908990349999996,6.897006281352144,"Sa, 22. Feb | 15:00"
Pänz.Alaaf&Halleluja - Karnevalsparty für Kinder und Familien,,,https://rausgegangen.de/events/fastelovend-en-d-r-kirche-0/,party,"Ev. St. Johannes-Kirche Deutz, Tempelstraße",,,"Do, 27. Feb | 15:00"
Kasperle und die verschwundenen Farben,,,https://rausgegangen.de/events/kasperle-und-die-verschwundenen-farben-2/,other,"Gravenreuthstraße 11, 50823 Köln",50.95287145,6.920915437487471,"So, 09. Mär | 11:00"
Dienstagstrolle - Eltern-Kind-Waldgruppe,,,https://rausgegangen.de/events/dienstagstrolle-eltern-kind-waldgruppe-0/,other,"Äußerer Grüngürtel, Köln",50.908990349999996,6.897006281352144,"Di, 11. Mär | 09:30"
FeriencampMesse Köln,,,https://rausgegangen.de/events/feriencampmesse-koln-0/,other,"Cäcilienstraße 29-33, 50667 Köln",50.93479120000001,6.951663188528204,"Sa, 15. Mär | 11:00"
Aladin - das Musical,,,https://rausgegangen.de/events/aladin-das-musical-5/,other,"Rheinparkweg 1, 50679 Köln",50.94588605,6.970415338625253,"Sa, 05. Apr | 11:00"
Kinderkonzert „Das Alienkind und die Zeitmaschine“,,,https://rausgegangen.de/events/kinderkonzert-das-alienkind-und-die-zeitmaschine-0/,music,"Matthäuskirche, Dürener Str. 83/ Ecke Herbert-Lewin-Str.",,,"Sa, 05. Apr | 15:00"
Peppa feiert Ostern,,,https://rausgegangen.de/events/peppa-feiert-ostern-kopie-0/,other,"Pettenkoferstraße 4, 50823 Köln",50.9563809,6.9328696536321495,"Fr, 18. Apr | 12:00"
"Otto, die kleine Spinne",,,https://rausgegangen.de/events/otto-die-kleine-spinne-0/,other,"Frauentorgraben 73, 90443 Nürnberg",49.4471486,11.0683278,"So, 20. Apr | 15:00"
Der Billabongkönig,,,https://rausgegangen.de/events/der-billabongkonig-3/,other,"Frauentorgraben 73, 90443 Nürnberg",49.4471486,11.0683278,"Do, 01. Mai | 15:00"
Survival Race KIDS Köln – Hindernislauf für Kinder,,,https://rausgegangen.de/events/survival-race-kids-koln-hindernislauf-fur-kinder-0/,sports,"ASV Köln e.V., Olympiaweg 3",50.9347427,6.882835618480861,"So, 15. Jun | 10:00"
